Data as of,Start Date,End Date,Group,Year,Month,MMWR Week,Week Ending Date,State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/21/2021,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,Virginia,195,"1,602",123,142,72,,267,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,Virginia,221,"1,631",127,130,66,,286,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,Virginia,251,"1,669",130,163,101,,315,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,Virginia,234,"1,592",126,118,65,,289,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,Virginia,199,"1,565",126,107,61,0,245,
01/21/2021,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,Virginia,168,"1,463",118,102,58,0,212,
01/21/2021,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,Virginia,159,"1,442",113,99,49,,210,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,Virginia,104,"1,410",112,90,36,0,158,
01/21/2021,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,Virginia,109,"1,423",112,105,45,0,169,
01/21/2021,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,Virginia,87,"1,291",105,75,33,0,129,
01/21/2021,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,Virginia,79,"1,456",119,60,21,0,118,
01/21/2021,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,Virginia,56,"1,394",113,64,21,0,99,
01/21/2021,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,Virginia,67,"1,487",118,75,29,0,113,
01/21/2021,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,Virginia,97,"1,388",114,99,34,,163,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,Virginia,88,"1,463",121,84,37,0,135,
01/21/2021,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,Virginia,103,"1,453",119,89,39,,154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,Virginia,88,"1,512",120,82,34,0,136,
01/21/2021,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,Virginia,101,"1,456",119,94,37,0,158,
01/21/2021,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,Virginia,125,"1,453",118,97,57,0,165,
01/21/2021,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,Virginia,109,"1,453",117,114,56,0,167,
01/21/2021,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,Virginia,121,"1,482",121,106,47,0,180,
01/21/2021,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,Virginia,117,"1,468",119,91,38,,171,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,Virginia,118,"1,457",113,96,46,0,168,
01/21/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,Virginia,89,"1,481",117,74,36,0,127,
01/21/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,Virginia,92,"1,512",120,97,41,0,148,
01/21/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,Virginia,95,"1,473",117,97,40,0,152,
01/21/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,Virginia,101,"1,442",110,97,41,,157,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,Virginia,119,"1,486",114,82,39,,162,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,Virginia,122,"1,539",116,118,56,0,184,
01/21/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,Virginia,130,"1,639",127,111,42,0,199,
01/21/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,Virginia,132,"1,500",115,106,59,,180,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,Virginia,182,"1,594",120,130,79,,234,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,Virginia,218,"1,582",115,141,91,0,268,
01/21/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,Virginia,230,"1,597",117,159,102,,287,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,Virginia,282,"1,716",123,178,118,0,342,
01/21/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,Virginia,308,"1,697",119,175,126,,358,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,Virginia,193,"1,378",98,90,59,0,224,
01/21/2021,12/27/2020,01/02/2021,By Week,,,53,01/02/2021,Virginia,182,"1,272",91,105,59,0,228,
01/21/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,Virginia,133,"1,083",76,85,45,0,173,
01/21/2021,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,Virginia,93,725,50,52,27,0,118,
01/21/2021,12/29/2019,01/04/2020,By Week,,,1,01/04/2020,Washington,0,"1,184",95,80,0,12,92,
01/21/2021,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,Washington,0,"1,245",95,79,0,13,92,
01/21/2021,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,Washington,0,"1,221",97,66,0,15,81,
01/21/2021,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,Washington,0,"1,193",97,75,0,,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,Washington,0,"1,198",102,71,0,,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,Washington,0,"1,179",99,72,0,,80,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,Washington,0,"1,179",97,85,0,11,96,
01/21/2021,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,Washington,0,"1,115",95,69,0,,74,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,Washington,,"1,134",96,81,,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,Washington,21,"1,208",105,100,14,16,122,
01/21/2021,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,Washington,27,"1,165",100,90,16,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,Washington,63,"1,224",103,121,26,17,174,
01/21/2021,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,Washington,120,"1,294",117,165,61,,231,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,Washington,159,"1,304",114,162,85,,244,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,Washington,147,"1,304",116,141,85,0,203,
01/21/2021,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,Washington,123,"1,251",116,129,70,,186,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,Washington,107,"1,232",120,110,52,,166,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,Washington,79,"1,157",106,97,42,,136,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,Washington,87,"1,211",112,88,45,,132,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,Washington,71,"1,138",104,94,36,,131,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,Washington,49,"1,115",110,70,24,0,95,
01/21/2021,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,Washington,36,"1,057",101,66,20,0,82,
01/21/2021,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,Washington,34,"1,054",99,47,17,0,64,
01/21/2021,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,Washington,43,"1,101",107,65,24,,85,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,Washington,31,"1,133",110,62,14,0,79,
01/21/2021,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,Washington,40,"1,084",104,55,18,0,77,
01/21/2021,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,Washington,44,"1,124",106,75,22,0,97,
01/21/2021,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,Washington,56,"1,161",109,85,30,0,111,
01/21/2021,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,Washington,52,"1,178",114,70,28,0,94,
01/21/2021,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,Washington,77,"1,179",116,84,36,,126,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,Washington,92,"1,229",119,87,38,,142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,Washington,83,"1,228",118,87,35,0,135,
01/21/2021,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,Washington,76,"1,174",114,77,33,0,120,
01/21/2021,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,Washington,52,"1,198",119,82,26,0,108,
01/21/2021,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,Washington,46,"1,116",109,65,26,0,85,
01/21/2021,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,Washington,42,"1,235",118,62,16,0,88,
01/21/2021,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,Washington,31,"1,144",114,71,17,0,85,
01/21/2021,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,Washington,44,"1,176",114,96,28,,113,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,Washington,44,"1,164",114,76,27,0,93,
01/21/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,Washington,48,"1,139",108,79,22,0,105,
01/21/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,Washington,39,"1,158",106,71,27,,85,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,Washington,44,"1,145",107,77,23,0,98,
01/21/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,Washington,65,"1,189",107,96,33,0,128,
01/21/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,Washington,67,"1,187",107,93,34,0,126,
01/21/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,Washington,65,"1,267",115,93,35,0,123,
01/21/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,Washington,88,"1,302",119,110,49,0,149,
01/21/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,Washington,109,"1,309",120,108,57,0,160,
01/21/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,Washington,147,"1,226",111,120,74,0,193,
01/21/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,Washington,196,"1,335",122,187,118,0,265,
01/21/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,Washington,204,"1,385",121,164,112,0,256,
01/21/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,Washington,187,"1,299",113,178,119,0,246,
01/21/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,Washington,103,"1,056",92,107,56,0,154,
01/21/2021,12/27/2020,01/02/2021,By Week,,,53,01/02/2021,Washington,51,877,77,77,37,0,91,
01/21/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,Washington,57,818,65,64,37,0,84,
01/21/2021,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,Washington,,397,30,19,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,12/29/2019,01/04/2020,By Week,,,1,01/04/2020,West Virginia,0,473,92,43,0,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,West Virginia,0,494,95,34,0,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,West Virginia,0,519,101,35,0,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,West Virginia,0,440,92,36,0,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,West Virginia,0,480,102,33,0,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,West Virginia,0,481,103,34,0,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,West Virginia,0,477,102,36,0,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,West Virginia,0,466,108,27,0,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,West Virginia,0,460,102,42,0,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,West Virginia,0,483,107,29,0,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,West Virginia,0,473,103,36,0,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,West Virginia,0,470,99,37,0,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,West Virginia,,488,103,25,0,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,West Virginia,,452,98,44,0,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,West Virginia,,495,107,47,,,56,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,West Virginia,11,377,87,25,,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,West Virginia,16,436,104,28,,0,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,West Virginia,15,463,105,34,,0,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,West Virginia,,443,107,25,0,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,West Virginia,15,474,114,41,,0,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,West Virginia,,435,107,32,,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,West Virginia,,412,95,31,,0,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,West Virginia,,405,97,25,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,West Virginia,,446,108,28,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,West Virginia,,417,102,27,0,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,West Virginia,,458,110,33,,0,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,West Virginia,,419,101,28,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,West Virginia,,430,107,17,0,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,West Virginia,,420,111,27,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,West Virginia,,489,118,38,,0,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,West Virginia,17,452,117,30,,0,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,West Virginia,20,465,122,37,,0,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,West Virginia,14,407,98,26,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,West Virginia,30,416,104,23,,0,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,West Virginia,28,392,98,23,10,0,41,
01/21/2021,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,West Virginia,26,420,101,42,11,0,57,
01/21/2021,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,West Virginia,21,445,105,25,,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,West Virginia,33,456,113,41,12,0,62,
01/21/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,West Virginia,22,461,113,32,10,0,44,
01/21/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,West Virginia,22,370,85,22,,0,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,West Virginia,31,335,76,36,18,0,49,
01/21/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,West Virginia,18,280,65,22,10,0,30,
01/21/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,West Virginia,17,384,89,39,,0,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,West Virginia,29,438,99,43,14,0,58,
01/21/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,West Virginia,48,470,104,45,19,0,74,
01/21/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,West Virginia,51,456,107,49,25,0,75,
01/21/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,West Virginia,80,398,91,66,41,0,105,
01/21/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,West Virginia,75,400,95,47,34,0,88,
01/21/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,West Virginia,114,367,80,82,59,0,137,
01/21/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,West Virginia,108,223,48,53,47,0,114,
01/21/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,West Virginia,72,146,32,30,25,0,77,
01/21/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,West Virginia,36,69,15,25,22,0,39,
01/21/2021,12/27/2020,01/02/2021,By Week,,,53,01/02/2021,West Virginia,35,44,10,17,17,0,35,
01/21/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,West Virginia,14,14,3,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,West Virginia,,,0,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,12/29/2019,01/04/2020,By Week,,,1,01/04/2020,Wisconsin,0,"1,118",98,57,0,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,Wisconsin,0,"1,060",96,60,0,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,Wisconsin,0,"1,133",99,53,0,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,Wisconsin,,"1,086",97,55,0,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,Wisconsin,0,"1,176",105,65,0,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,Wisconsin,0,"1,055",95,53,0,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,Wisconsin,0,"1,125",104,76,0,12,88,
01/21/2021,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,Wisconsin,0,"1,161",113,57,0,14,71,
01/21/2021,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,Wisconsin,0,"1,136",109,55,0,16,71,
01/21/2021,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,Wisconsin,0,"1,116",106,62,0,16,78,
01/21/2021,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,Wisconsin,0,"1,105",105,56,0,32,88,
01/21/2021,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,Wisconsin,,"1,115",104,75,,19,98,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,Wisconsin,19,"1,146",111,73,,14,105,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,Wisconsin,77,"1,221",116,92,12,,164,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,Wisconsin,76,"1,170",112,75,16,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,Wisconsin,75,"1,150",114,54,12,,118,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,Wisconsin,47,"1,026",103,57,,0,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,Wisconsin,72,"1,162",116,62,,0,125,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,Wisconsin,57,"1,080",105,52,16,,95,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,Wisconsin,55,"1,022",105,52,10,,98,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,Wisconsin,65,"1,076",108,54,19,0,100,
01/21/2021,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,Wisconsin,88,"1,139",119,52,11,0,129,
01/21/2021,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,Wisconsin,46,"1,043",109,46,,0,84,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,Wisconsin,41,"1,025",110,39,,0,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
